taxa_in_original_tree	species	total	rbcL	matK	rps16	ndhF	5.8S-ribosomal-RNA	contains-trnT-trnL-intergenic-spacer,-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer,-and-tRNA-Phe-(trnF)
Gentianales	Calochone redingii	4	Z68845	NA	AF200986	NA	AJ224830	AF201036
Gentianales	Molopanthera paniculata	4	HM164172	NA	AF242981	HM164382	NA	AF152681
Gentianales	Rondeletia nipensis	4	GQ852352	NA	GQ852439	NA	AY730325	GQ852547
Gentianales	Arachnothryx chimboracensis	4	GQ852305	NA	GQ852368	NA	AM182218	GQ852462
Gentianales	Peponidium cystiporon	4	EU817414	NA	EU817435	NA	EU584299	FN386322
Gentianales	Coptosapelta tomentosa	4	EU145455	NA	EU145486	NA	EU145351	EU145530
Gentianales	Colleteria seminervis	4	GQ852318	NA	GQ852389	NA	GQ852119	GQ852455
Gentianales	Glossostipula concinna	4	Z68846	NA	AF200999	NA	AF183794	AF201047
Gentianales	Alberta magna	4	NA	NA	FM204702	AJ236282	AJ224842	AJ620118
Gentianales	Pseudomussaenda flava	4	NA	NA	FM204729	AJ236306	AJ846877	AF152652
Gentianales	Chomelia spinosa	4	JQ593643	NA	GQ852386	NA	DQ063703	GQ852454
Gentianales	Isertia parviflora	4	DQ448597	NA	GQ852406	NA	GQ852141	GQ852520
Gentianales	Landiopsis capuronii	4	NA	NA	HM164215	HM164380	AJ846882	AJ847413
Gentianales	Mitragyna rubrostipulata	4	AY538486	NA	AY538429	NA	AJ492612	AY538453
Gentianales	Mussaenda pubescens	4	JF942578	NA	EU821623	NA	AJ846856	AY555089
Gentianales	Mussaenda arcuata	4	NA	NA	FM204721	AJ236301	AJ846860	FM207128
Gentianales	Kutchubaea semisericea	4	AM117235	NA	AF201003	NA	AF183798	AF201050
Gentianales	Canthium tetraphyllum	4	X83649	NA	FM204713	NA	AJ315083	AJ620149
Gentianales	Cosmibuena grandiflora	4	AM117220	NA	AM117295	NA	GQ852120	AF152686
Gentianales	Cosmibuena valerioi	4	JQ594613	NA	GQ852390	NA	GQ852121	GQ852486
Gentianales	Boholia nematostylis	4	AM117210	NA	AM117286	AM949848	NA	HM164312
Gentianales	Simira cordifolia	4	HM164179	NA	FJ884677	NA	FJ985008	FJ948419
Gentianales	Bertiera aethiopica	4	HM164157	NA	HM164195	HM164355	NA	HM164310
Gentianales	Bertiera longithyrsa	4	HM164158	NA	HM164196	HM164356	NA	HM164311
Gentianales	Plocaniophyllon flavum	4	GQ852347	NA	GQ852433	NA	GQ852151	GQ852538
Gentianales	Balmea stormae	4	GQ852308	NA	GQ852371	NA	GQ852108	GQ852464
Gentianales	Augusta rivalis	4	JQ593620	NA	HM164194	NA	FM204687	AF152662
Gentianales	Temnopteryx sericea	4	FJ209085	NA	AM900634	NA	HM042458	AM409176
Gentianales	Hypobathrum racemosum	4	AJ286705	NA	AM117318	AM949853	NA	FM207127
Gentianales	Glionnetia sericea	4	HM536224	NA	HM536230	HM536216	NA	HM536236
Gentianales	Pogonopus speciosus	4	HM164174	NA	FJ884670	AJ236305	NA	FJ948410
Gentianales	Steenisia pleurocarpa	4	AM117279	NA	FM204735	NA	FM204697	FM207142
Gentianales	Chimarrhis hookeri	4	NA	NA	FJ884643	AJ236289	FJ984970	AF152640
Gentianales	Chimarrhis microcarpa	4	NA	NA	FJ884644	FJ871949	FJ984971	AF152643
Gentianales	Sommera grandis	4	NA	NA	FJ884680	FJ871971	FJ985014	FJ948426
Gentianales	Posoqueria longiflora	4	HM164175	NA	HM164218	HM164386	NA	HM164332
Gentianales	Chalepophyllum guyanense	4	HM164159	NA	HM164201	NA	AY555120	HM164316
Gentianales	Tamridaea capsulifera	4	Y11860	NA	FM204736	NA	AM409059	AM409170
Gentianales	Aleisanthia rupestris	4	HM164153	NA	AF242902	NA	JQ398730	AF152660
Gentianales	Coutarea hexandra	4	JQ593655	NA	AF242933	NA	Z95534	AF152699
Gentianales	Wendlandia formosana	4	HM164186	NA	HM164231	HM164403	NA	HM164342
Gentianales	Wendlandia ligustroides	4	HM164187	NA	AF243036	HM164404	NA	HM164343
Gentianales	Wendlandia arabica	4	HM164185	NA	HM164230	HM164402	NA	HM164341
Gentianales	Wendlandia paniculata	4	HM164188	NA	HM164232	HM164405	NA	HM164344
Gentianales	Cremaspora triflora	4	Z68856	NA	AF200990	NA	AJ224824	FM177173
Gentianales	Pentaloncha humilis	4	FJ209074	NA	AM900632	NA	HM042476	HM042614
Gentianales	Wittmackanthus stanleyanus	4	NA	NA	FJ884685	FJ871973	FJ985017	AF152625
Gentianales	Adinauclea fagifolia	4	AJ346966	NA	GQ852365	NA	AJ605954	AJ346911
Gentianales	Picardaea cubensis	4	NA	NA	FJ884667	FJ871963	FJ985001	FJ948407
Gentianales	Canthium coromandelicum	4	Z68851	NA	HM164199	NA	AJ315081	AJ847401
Gentianales	Rytigynia senegalensis	4	HM164178	NA	HM164223	NA	AJ315104	AJ620175
Gentianales	Luculia pinceana	4	JF942323	NA	EU145472	NA	JF976872	HQ174530
Gentianales	Jackiopsis ornata	4	HM536221	NA	HM536227	HM536215	NA	HM536232
Gentianales	Haldina cordifolia	4	X83639	NA	GQ852400	NA	AJ605965	AJ346956
Gentianales	Nertera granadensis	4	JQ594661	NA	AF002741	NA	AF257927	AF152623
Gentianales	Nematostylis anthophylla	4	NA	NA	FM204723	FM207650	FM204694	FM207131
Gentianales	Parachimarrhis breviloba	4	NA	NA	FJ884664	FJ871961	FJ984997	FJ948404
Gentianales	Tocoyena pittieri	4	GQ981900	NA	FM204738	NA	FM204698	FM207145
Gentianales	Pavetta abyssinica	4	Z68863	NA	FM204726	AM949854	NA	FM207133
Gentianales	Feretia apodanthera	4	HM164164	NA	HM164208	HM164368	NA	HM164321
Gentianales	Trailliaedoxa gracilis	4	HM164183	NA	HM164227	HM164399	NA	HM164338
Gentianales	Pogonopus tubulosus	4	NA	NA	AF242996	FJ871965	FJ985003	FJ948411
Gentianales	Rosenbergiodendron densiflorum	4	HM164177	NA	HM164222	NA	AF183807	HM164335
Gentianales	Ferdinandusa speciosa	4	AM117226	NA	AM117304	NA	FJ984989	EU145534
Gentianales	Crossopteryx febrifuga	4	JF265372	NA	FM204717	NA	FM204689	FM207122
Gentianales	Myonima obovata	4	HM164173	NA	FJ150685	HM164383	NA	FJ150609
Gentianales	Mussaenda erythrophylla	4	NA	NA	EU145493	AJ130836	AJ224823	AJ847372
Gentianales	Fernelia buxifolia	4	AJ286704	NA	AM117306	HM164369	NA	EU145540
Gentianales	Chiococca alba	4	JQ593631	NA	AF004034	NA	AY205367	AF483627
Gentianales	Versteegia cauliflora	4	EU817433	NA	AJ320090	HM164406	NA	EU817476
Gentianales	Captaincookia margaretae	4	EU817415	NA	EU817436	HM164360	NA	EU817456
Gentianales	Alseis floribunda	4	NA	NA	FJ884629	FJ871944	FJ984954	FJ948363
Gentianales	Isertia coccinea	4	FJ038150	NA	AY538430	NA	GQ852140	AF152689
Gentianales	Scyphiphora hydrophyllacea	4	JQ421082	NA	DQ923045	AJ236311	NA	FM207140
Gentianales	Doricera trilocularis	4	EU817417	NA	EU817437	HM164364	NA	DQ180582
Gentianales	Chimarrhis turbinata	4	FJ038145	NA	AF242923	NA	FJ984972	FJ039174
Gentianales	Psilanthus ebracteolatus	4	NA	NA	HM164219	HM164387	FR832862	FJ493397
Gentianales	Dialypetalanthus fuscescens	4	AF206761	NA	FJ884646	NA	FJ984974	FJ948382
Gentianales	Luculia gratissima	4	HQ384914	NA	EU817448	NA	EU145344	HQ174534
Gentianales	Gonzalagunia affinis	3	Y11848	NA	AM117310	NA	NA	AJ847405
Gentianales	Greeniopsis megalantha	3	NA	NA	GQ981429	NA	JQ398736	GQ981420
Gentianales	Greeniopsis multiflora	3	NA	NA	GQ981432	NA	AM909621	AM909627
Gentianales	Psydrax livida	3	NA	NA	EF205647	NA	AJ617769	AJ620158
Gentianales	Psydrax schimperiana	3	NA	NA	EU821626	NA	AJ617771	AJ620163
Gentianales	Gynochthodes epiphytica	3	NA	NA	AF001440	NA	FJ907046	FJ906983
Gentianales	Otomeria guineensis	3	NA	NA	AM266843	NA	AM267018	AM266931
Gentianales	Otomeria elatior	3	NA	NA	AM266842	NA	AM267017	AM266930
Gentianales	Leptodermis potanini	3	NA	NA	AF004063	NA	FJ695445	DQ662148
Gentianales	Lagynias lasiantha	3	AM117236	NA	NA	NA	AJ315089	AJ620147
Gentianales	Dolichopentas decora	3	NA	NA	AM266869	NA	AM267042	AM266957
Gentianales	Dolichopentas longiflora	3	NA	NA	AM266877	NA	AM267049	AM266964
Gentianales	Praravinia suberosa	3	NA	NA	EU145514	NA	EU145387	EU145579
Gentianales	Lomatogonium carinthiacum	3	NA	AJ406374	NA	NA	AJ294694	X77899
Gentianales	Lomatogonium rotatum	3	NA	AJ408025	NA	NA	AJ306119	AJ408011
Gentianales	Acrosynanthus minor	3	GQ852302	NA	AF242901	NA	NA	GQ852458
Gentianales	Acrosynanthus latifolius	3	GQ852301	NA	AF242900	NA	NA	AF152751
Gentianales	Acrosynanthus revolutus	3	GQ852303	NA	GQ852364	NA	NA	GQ852459
Gentianales	Cinchona mutisii	3	NA	NA	AY538426	NA	AY538353	AY538449
Gentianales	Limnosipanea erythraeoides	3	NA	NA	EU821622	NA	AY555112	AY555104
Gentianales	Argostemma brachyantherum	3	NA	NA	FJ695252	NA	FJ695429	FJ695397
Gentianales	Argostemma yappii	3	NA	NA	FJ695260	NA	FJ695437	FJ695403
Gentianales	Argostemma geesinkii	3	NA	NA	FJ695253	NA	FJ695430	FJ695398
Gentianales	Argostemma gracile	3	NA	NA	FJ695254	NA	FJ695431	FJ695399
Gentianales	Argostemma parvifolium	3	NA	NA	FJ695257	NA	FJ695434	FJ695402
Gentianales	Gentianopsis ciliata	3	NA	AJ388234	NA	NA	AJ306086	AJ408008
Gentianales	Gentianopsis crinita	3	NA	AJ406373	NA	NA	AJ294631	AF102433
Gentianales	Sommera sabiceoides	3	AM117278	NA	AF004086	NA	NA	AF152626
Gentianales	Pentas angustifolia	3	NA	NA	AM266863	NA	AM267036	AM266951
Gentianales	Pentas zanzibarica	3	NA	NA	AM266892	NA	AM267062	AM266978
Gentianales	Pentas ionolaena	3	NA	NA	AM266873	NA	AM267046	AM266961
Gentianales	Pentas pauciflora	3	NA	NA	AM266883	NA	AM267055	AM266970
Gentianales	Pentas glabrescens	3	NA	NA	AM266871	NA	AM267044	AM266959
Gentianales	Pentas arvensis	3	NA	NA	AM266864	NA	AM267037	AM266952
Gentianales	Pentas pubiflora	3	NA	NA	AM266885	NA	AM267056	AM266971
Gentianales	Pentas purpurea	3	NA	NA	AM266886	NA	AM267057	AM266972
Gentianales	Pentas micrantha	3	NA	NA	AM266879	NA	AM267051	AM266966
Gentianales	Pentas caffensis	3	NA	NA	AM266867	NA	AM267040	AM266955
Gentianales	Tarenna drummondii	3	AJ286712	NA	EU821635	NA	NA	AY555097
Gentianales	Faramea crassifolia	3	NA	NA	HM042567	NA	HM042456	HM042587
Gentianales	Faramea torquata	3	NA	NA	HM042568	NA	HM042455	HM042588
Gentianales	Cubanola daphnoides	3	NA	NA	AF242935	NA	GQ852122	GQ852489
Gentianales	Gentianella angustiflora	3	NA	AJ406356	NA	NA	AJ294652	AJ408004
Gentianales	Gentianella aurea	3	NA	AJ406357	NA	NA	AJ294655	AF102431
Gentianales	Gentianella germanica	3	NA	AJ406363	NA	NA	AJ294669	X77885
Gentianales	Gentianella amarella	3	NA	AJ406355	NA	NA	AJ294649	GQ245002
Gentianales	Gentianella aspera	3	NA	AJ295335	NA	NA	AJ580560	X77872
Gentianales	Gentianella moorcroftiana	3	NA	AJ406366	NA	NA	AJ294675	AJ408007
Gentianales	Gentianella quinquefolia	3	NA	AJ406369	NA	NA	AJ294620	EU834123
Gentianales	Gentianella azurea	3	NA	AJ406359	NA	NA	AF346014	AJ408006
Gentianales	Gentianella propinqua	3	NA	AJ406368	NA	NA	JN999236	GQ245005
Gentianales	Gentianella bellidifolia	3	NA	AJ388232	NA	NA	AJ294599	AF102401
Gentianales	Saprosma foetens	3	NA	NA	DQ662218	NA	FJ695460	DQ662168
Gentianales	Saprosma fruticosa	3	NA	NA	FJ695277	NA	FJ695461	DQ662169
Gentianales	Hedyotis swertioides	3	NA	NA	EU543031	NA	AM939460	EU543105
Gentianales	Hedyotis macrostegia	3	NA	NA	AF002767	NA	AM942768	AF152620
Gentianales	Crawfurdia speciosa	3	NA	AJ011441	NA	NA	GU251021	AJ512340
Gentianales	Chlorochorion monticola	3	NA	NA	AM266824	NA	AM267000	AM266913
Gentianales	Chlorochorion foetidum	3	NA	NA	AM266823	NA	AM266999	AM266912
Gentianales	Carphalea pervilleana	3	NA	NA	AM266821	NA	AM266997	AM266910
Gentianales	Carphalea kirondron	3	NA	NA	FN376338	NA	FN376361	FN376350
Gentianales	Carphalea angulata	3	NA	NA	AM266815	NA	AM266991	AM266904
Gentianales	Carphalea obovata	3	NA	NA	AM266820	NA	AM266996	AM266909
Gentianales	Carphalea cloiselii	3	NA	NA	AM266816	NA	AM266992	AM266905
Gentianales	Carphalea pubescens	3	NA	NA	AM266822	NA	AM266998	AM266911
Gentianales	Knoxia manika	3	NA	NA	AM266825	NA	AM267001	AM266914
Gentianales	Parapentas setigera	3	NA	NA	AM266848	NA	AM267022	AM266936
Gentianales	Parapentas battiscombei	3	NA	NA	AM266847	NA	AM267021	AM266935
Gentianales	Sipanea pratensis	3	NA	NA	AF243022	NA	AY555115	AF152677
Gentianales	Catesbaea parviflora	3	NA	NA	GQ852379	NA	GQ852109	GQ852470
Gentianales	Otiophora pycnostachys	3	NA	NA	AM266838	NA	AM267014	AM266927
Gentianales	Otiophora calycophylla	3	NA	NA	AM266831	NA	AM267007	AM266920
Gentianales	Otiophora villicaulis	3	NA	NA	AM266841	NA	AM267016	AM266929
Gentianales	Otiophora lebruniana	3	NA	NA	AM266833	NA	AM267009	AM266922
Gentianales	Otiophora pauciflora	3	NA	NA	AM266837	NA	FN376363	FN376351
Gentianales	Otiophora perrieri	3	NA	NA	FN376349	NA	FN376364	FN376353
Gentianales	Otiophora parviflora	3	NA	NA	AM266835	NA	AM267011	AM266924
Gentianales	Otiophora multicaulis	3	NA	NA	AM266834	NA	AM267010	AM266923
Gentianales	Otiophora caerulea	3	NA	NA	AM266830	NA	AM267006	AM266919
Gentianales	Otiophora angustifolia	3	NA	NA	AM266829	NA	AM267005	AM266918
Gentianales	Otiophora cupheoides	3	NA	NA	AM266832	NA	AM267008	AM266921
Gentianales	Tapiphyllum velutinum	3	AM117281	NA	NA	NA	AJ315098	AJ620178
Gentianales	Hintonia standleyana	3	NA	NA	AF242966	NA	AM182213	AF152695
Gentianales	Hintonia latiflora	3	NA	NA	GQ852402	NA	AM182214	GQ852514
Gentianales	Jaeschkea oligosperma	3	NA	AJ388241	NA	NA	AJ294693	AF102444
Gentianales	Jaeschkea canaliculata	3	NA	AJ408024	NA	NA	AJ306089	AJ408010
Gentianales	Comastoma tenellum	3	NA	AJ388218	NA	NA	AJ306110	GQ244818
Gentianales	Comastoma cyananthiflorum	3	NA	AJ406353	NA	NA	Z48143	AJ407999
Gentianales	Spiradiclis bifida	3	NA	NA	EU145511	NA	EU145379	EU145565
Gentianales	Asemnantha pubescens	3	NA	NA	AF242912	NA	GQ852106	AF152713
Gentianales	Janotia macrostipula	3	AJ346982	NA	AM117322	NA	NA	AJ346928
Gentianales	Chomelia angustifolia	3	GQ852315	NA	GQ852385	NA	NA	GQ852478
Gentianales	Isertia hypoleuca	3	NA	NA	AF004059	NA	DQ448608	AF152688
Gentianales	Triainolepis arcuata	3	NA	NA	AM266895	NA	AM267065	AM266981
Gentianales	Triainolepis tomentella	3	NA	NA	AM266900	NA	AM267069	AM266986
Gentianales	Triainolepis africana	3	NA	NA	AF129276	NA	AM267066	AM266984
Gentianales	Phyllopentas ulugurica	3	NA	NA	AM266891	NA	AM267061	AM266977
Gentianales	Phyllopentas mussaendoides	3	NA	NA	AM266880	NA	AM267052	AM266967
Gentianales	Phyllopentas concinna	3	NA	NA	AM266868	NA	AM267041	AM266956
Gentianales	Phyllopentas schumanniana	3	NA	NA	AM266888	NA	AM267059	AM266974
Gentianales	Phyllopentas tenuis	3	NA	NA	AM266890	NA	AM267060	AM266976
Gentianales	Phyllopentas elata	3	NA	NA	AM266870	NA	AM267043	AM266958
Gentianales	Phyllopentas schimperiana	3	NA	NA	AM266887	NA	AM267058	AM266973
Gentianales	Sukunia longipes	3	Z68842	NA	AF201022	NA	NA	AF201068
Gentianales	Coussarea ilheotica	3	NA	NA	AM900597	NA	HM042454	HM042586
Gentianales	Spermadictyon suaveolens	3	NA	NA	DQ662219	NA	FJ695468	DQ662171
Gentianales	Mussaenda scratchleyi	3	NA	NA	AJ320079	NA	HM042451	AJ847412
Gentianales	Margaritopsis guianensis	3	NA	NA	JX155188	NA	JX155098	JX155051
Gentianales	Pentanisia schweinfurthii	3	NA	NA	AM266861	NA	AM267034	AM266949
Gentianales	Pentanisia sykesii	3	NA	NA	AM266862	NA	AM267035	AM266950
Gentianales	Pentanisia ouranogyne	3	NA	NA	AM266859	NA	AM267032	AM266947
Gentianales	Pentanisia gossweileri	3	NA	NA	AM266828	NA	AM267004	AM266917
Gentianales	Pentanisia confertifolia	3	NA	NA	AM266854	NA	AM267027	AM266942
Gentianales	Pentanisia angustifolia	3	NA	NA	AM266851	NA	AM267025	AM266939
Gentianales	Pentanisia rubricaulis	3	NA	NA	AM266814	NA	AM266990	AM266903
Gentianales	Pentanisia veronicoides	3	NA	NA	FN376343	NA	FN376367	FN376356
Gentianales	Pentanisia arenaria	3	NA	NA	AM266852	NA	AM267026	AM266940
Gentianales	Pentanisia longepedunculata	3	NA	NA	AM266855	NA	AM267028	AM266943
Gentianales	Pentanisia longituba	3	NA	NA	AM266856	NA	AM267029	AM266944
Gentianales	Rondeletia deamii	3	GQ852351	NA	NA	NA	AM182202	GQ852545
Gentianales	Rondeletia pitreana	3	GQ852353	NA	GQ852440	NA	NA	GQ852548
Gentianales	Rondeletia intermixta	3	AM117264	NA	AF004077	NA	NA	AF152742
Gentianales	Warszewiczia cordata	3	Y18722	NA	FJ884684	NA	NA	FJ968793
Gentianales	Sphinctanthus microphyllus	3	NA	NA	AF201020	NA	AF493492	AF201066
Gentianales	Macrosphyra longistyla	3	NA	NA	AF201004	NA	AF493436	AF201051
Gentianales	Damnacanthus labordei	3	NA	NA	JX412442	NA	JX412422	JX412380
Gentianales	Damnacanthus hainanensis	3	NA	NA	JX412448	NA	JX412428	JX412386
Gentianales	Damnacanthus henryi	3	NA	NA	JX412439	NA	JX412418	JX412376
Gentianales	Damnacanthus giganteus	3	NA	NA	JX412437	NA	JX412416	JX412375
Gentianales	Damnacanthus major	3	NA	NA	JX412446	NA	JX412426	JX412384
Gentianales	Damnacanthus officinarum	3	NA	NA	JX412447	NA	JX412427	JX412385
Gentianales	Coprosma pumila	3	NA	NA	FJ695262	NA	FJ695439	FJ695405
Gentianales	Villaria odorata	3	NA	NA	JF827090	NA	AM909721	AM909722
Gentianales	Villaria rolfei	3	NA	NA	JF827091	NA	AM909718	JF827096
Gentianales	Villaria philippinensis	3	NA	NA	JF827092	NA	AM909720	AM909724
Gentianales	Psychotria pittieri	3	NA	NA	AF002746	NA	AF071998	AF152614
Gentianales	Paederia bojeriana	3	NA	NA	DQ662206	NA	FJ695454	DQ662152
Gentianales	Schizostigma hirsutum	3	AM117274	NA	NA	NA	AM409057	AM409168
Gentianales	Chamaepentas nobilis	3	NA	NA	AM266881	NA	AM267053	AM266968
Gentianales	Chamaepentas longituba	3	NA	NA	AM266878	NA	AM267050	AM266965
Gentianales	Oligocodon cunliffeae	3	NA	NA	AF201008	NA	AF493440	AF201056
Gentianales	Eosanthe cubensis	3	NA	NA	GQ852393	NA	GQ852127	GQ852495
Gentianales	Acranthera siamensis	3	EU145450	NA	EU145476	NA	NA	EU145523
Gentianales	Acranthera grandiflora	3	EU145448	NA	EU145474	NA	NA	EU145521
Gentianales	Acranthera frutescens	3	EU145449	NA	EU145475	NA	NA	EU145522
Gentianales	Arachnothryx leucophylla	3	GQ852306	NA	AF242910	NA	NA	GQ852453
Gentianales	Phialanthus ellipticus	3	NA	NA	GQ852428	NA	GQ852149	AM117380
Gentianales	Urophyllum cyphandrum	3	NA	NA	AM900618	NA	HM042467	HM042600
Gentianales	Kadua coriacea	3	NA	NA	EU642525	NA	AM942771	EU642539
Gentianales	Kadua fosbergii	3	NA	NA	EU642529	NA	AM942775	EU642543
Gentianales	Kadua elatior	3	NA	NA	EU642526	NA	AM942772	EU642540
Gentianales	Kadua flynnii	3	NA	NA	EU642528	NA	AM942774	EU642542
Gentianales	Kadua fluviatilis	3	NA	NA	EU642527	NA	AM942773	EU642541
Gentianales	Kadua laxiflora	3	NA	NA	EU642530	NA	AM942776	EU642544
Gentianales	Kadua affinis	3	NA	NA	EU642523	NA	AM942769	AF381544
Gentianales	Plocama aucheri	3	NA	NA	DQ662202	NA	FJ695456	DQ662145
Gentianales	Plocama hymenostephana	3	NA	NA	DQ662215	NA	FJ695458	DQ662163
Gentianales	Plocama pendula	3	NA	NA	AF004071	NA	FJ695459	DQ662162
Gentianales	Paracorynanthe antankarana	3	NA	NA	GQ852423	NA	GQ852148	GQ852533
Gentianales	Preussiodora sulphurea	3	NA	NA	AF201013	NA	AF493442	AF201060
Gentianales	Frasera parryi	3	NA	AJ408022	NA	NA	AJ306111	AJ408002
Gentianales	Frasera tubulosa	3	NA	AJ408023	NA	NA	AJ306112	AJ408003
Gentianales	Robbrechtia grandifolia	3	AM117263	NA	AM117339	NA	NA	AM117383
Gentianales	Massularia acuminata	3	Z68841	NA	AF201005	NA	NA	AF201052
Gentianales	Porterandia crosbyi	3	Z68840	NA	AF201012	NA	NA	AF201059
Gentianales	Kailarsenia ochreata	3	Z68847	NA	AF201002	NA	NA	AF201049
Gentianales	Stelechantha arcuata	3	NA	NA	HM042571	NA	HM042483	HM042594
Gentianales	Stelechantha ziamaeana	3	NA	NA	AM900609	NA	HM042484	HM042596
Gentianales	Valantia hispida	3	NA	NA	AF004090	NA	FJ695471	AM117385
Gentianales	Ophiorrhiza elmeri	3	NA	NA	EU145510	NA	EU145378	EU145564
Gentianales	Badusa corymbifera	3	NA	NA	GQ852370	NA	GQ852107	AF152710
Gentianales	Feretia aeruginescens	3	Z68857	NA	AM117305	NA	NA	AY555084
Gentianales	Benkara malabarica	3	AM117207	NA	AF200981	NA	NA	AF201033
Gentianales	Blepharidium guatemalense	3	GQ852310	NA	AF242916	NA	NA	AF152735
Gentianales	Rhodopentas parvifolia	3	NA	NA	AM266882	NA	AM267054	AJ847406
Gentianales	Rhodopentas bussei	3	NA	NA	AM266866	NA	FN376368	FN376357
Gentianales	Maschalocorymbus corymbosus	3	NA	NA	AM900611	NA	EU145384	EU145577
Gentianales	Neurocalyx championii	3	NA	NA	EU145509	NA	EU145376	EU145563
Gentianales	Neonauclea clemensiae	3	AJ318450	NA	AJ320081	NA	NA	AJ346940
Gentianales	Hodgkinsonia frutescens	3	NA	NA	JX155153	NA	JX155061	JX155012
Gentianales	Gonzalagunia rosea	3	GQ852326	NA	AF242950	NA	NA	AF152722
Gentianales	Gonzalagunia dependens	3	GQ852325	NA	AF242954	NA	NA	GQ852502
Gentianales	Peponidium comorense	3	NA	NA	EF205646	NA	FN386380	FN386327
Gentianales	Raritebe palicoureoides	3	NA	NA	AM900635	NA	HM042462	HM042593
Gentianales	Placopoda virgata	3	NA	NA	AM266894	NA	AM267064	AM266980
Gentianales	Pausinystalia macroceras	3	AJ347000	NA	GQ852425	NA	NA	AJ346944
Gentianales	Myrmephytum selebicum	3	NA	NA	AF410691	NA	AF034916	JN643396
Gentianales	Ottoschmidtia microphylla	3	GQ852344	NA	GQ852422	NA	NA	GQ852532
Gentianales	Psydrax locuples	3	JF265561	NA	NA	NA	AJ617770	AJ620159
Gentianales	Pauridiantha floribunda	3	NA	NA	HM042576	NA	HM042491	HM042621
Gentianales	Pauridiantha microphylla	3	NA	NA	HM042578	NA	HM042494	HM042625
Gentianales	Pauridiantha callicarpoides	3	NA	NA	HM042574	NA	HM042487	HM042617
Gentianales	Pauridiantha liebrechtsiana	3	NA	NA	HM042569	NA	HM042485	HM042615
Gentianales	Pauridiantha symplocoides	3	NA	NA	AM900599	NA	EU145386	HM042632
Gentianales	Pauridiantha dewevrei	3	NA	NA	AM900603	NA	HM042489	HM042619
Gentianales	Pauridiantha hirtella	3	NA	NA	HM042577	NA	HM042492	HM042622
Gentianales	Pauridiantha pyramidata	3	NA	NA	AM900607	NA	HM042496	HM042627
Gentianales	Pauridiantha pleiantha	3	NA	NA	HM042579	NA	HM042495	HM042626
Gentianales	Pauridiantha paucinervis	3	NA	NA	AM900600	NA	EU145385	EU145578
Gentianales	Pauridiantha efferata	3	NA	NA	HM042575	NA	HM042490	HM042620
Gentianales	Pauridiantha mayumbensis	3	NA	NA	AM900601	NA	HM042493	HM042624
Gentianales	Pauridiantha viridiflora	3	NA	NA	HM042584	NA	HM042503	HM042635
Gentianales	Pauridiantha canthiiflora	3	NA	NA	AM900604	NA	HM042488	HM042618
Gentianales	Pauridiantha siderophila	3	NA	NA	HM042580	NA	HM042498	HM042629
Gentianales	Pauridiantha bridelioides	3	NA	NA	HM042573	NA	HM042486	HM042616
Gentianales	Pauridiantha schnellii	3	NA	NA	AM900606	NA	HM042497	HM042628
Gentianales	Pauridiantha talbotii	3	NA	NA	HM042583	NA	HM042502	HM042634
Gentianales	Pauridiantha sylvicola	3	NA	NA	AM900602	NA	HM042501	HM042631
Gentianales	Gynochthodes coriacea	3	NA	NA	AM117311	NA	AM945192	AJ847407
Gentianales	Poecilocalyx stipulosa	3	NA	NA	AM900608	NA	HM042479	HM042610
Gentianales	Bartonia virginica	3	NA	AJ388210	NA	NA	AJ318533	AF102383
Gentianales	Dirichletia glaucescens	3	NA	NA	AM266817	NA	AM266993	AM266906
Gentianales	Veratrilla baillonii	3	NA	AJ388266	NA	NA	AJ318536	AF102497
Gentianales	Spermacoce princeae	3	NA	NA	HM042566	NA	HM042452	HM042585
Gentianales	Spermacoce capitata	3	NA	NA	EU543069	NA	AM939536	EU543158
Gentianales	Rudgea stipulacea	3	NA	NA	AF003616	NA	JX155099	JX155053
Gentianales	Rudgea hostmanniana	3	NA	NA	AF003615	NA	AF149411	JN643556
Gentianales	Lagynias dryadum	3	JF265495	NA	NA	NA	AJ315090	AJ620146
Gentianales	Phyllomelia coronata	3	AM117258	NA	GQ852429	NA	NA	AF152748
Gentianales	Suberanthus neriifolius	3	GQ852359	NA	AF243029	NA	NA	AF152737
Gentianales	Suberanthus brachycarpus	3	AM117280	NA	GQ852448	NA	NA	HM045004
Gentianales	Praravinia verruculosa	3	NA	NA	AM900612	NA	HM042480	HM042612
Gentianales	Cinchona pitayensis	3	NA	NA	AF242928	NA	AY538355	AF152684
Gentianales	Neolaugeria resinosa	3	NA	NA	GQ852417	NA	AF323047	GQ852528
Gentianales	Pentagonia amazonica	3	NA	NA	FJ884665	NA	FJ984998	FJ948405
Gentianales	Hamelia papillosa	3	NA	NA	AF004053	NA	GQ852134	AF102439
Gentianales	Cordylostigma microcala	3	NA	NA	EU543039	NA	AM939480	EU543121
Gentianales	Chione venosa	3	AM117215	NA	AF242926	NA	NA	AF152687
Gentianales	Oldenlandia microtheca	3	NA	NA	EU543059	NA	AM939513	EU543145
Gentianales	Oldenlandia uniflora	3	NA	NA	AY764295	NA	AM939524	EU543150
Gentianales	Oldenlandia geophila	3	NA	NA	EU543054	NA	AM939508	EU543140
Gentianales	Oldenlandia vachellii	3	NA	NA	HM752984	NA	HQ148824	HM752898
